Market Name,Store Name,Bin Location,Provider,Description,Part Number,Store Part ID,Part ID,UPC,Parts Quantity,Most Recent Cost,Weighted Average Cost,Last Ordered Date,Last Used Date,Days Since Last Interaction,Total Cost
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",D/02/A/02 - D/02/A/04,PYRAMEX,"Glasses, Safety, Clear Lens with Clear Temples, INTRUDER,",S4110S,493032,2060546,814992008612,2628,$0.55,$0.55,2024-06-11,2024-10-30,79,"$1,445.40"
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",04/A/03,IRONWEAR,"Ea - Box 0f 100 - Respiratory cleaning towelettes, Wipes",3989,645357,3831866,,2600,$0.05,$0.05,2023-10-23,2024-08-30,140,$130.00
"Odessa, TX - Tooling Solutions","Odessa, TX - Tooling Solutions",,PYRAMEX,SMALL COWHIDE LEATHER DRIVERS - PAIR,GL2001K-S,1198131,3549117,,2520,$1.90,$1.90,2025-01-13,,4,"$4,788.00"
"Denver, CO - Tooling Solutions","Denver, CO - Tooling Solutions",,PYRAMEX,SMALL COWHIDE LEATHER DRIVERS - PAIR,GL2001K-S,1198004,3549117,,2520,$1.90,$1.90,2025-01-13,,4,"$4,788.00"
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",V9/04 & V8/04,BOMETALS,"3/4"" x 4.5"" x 4.5"" Diamond Flat  Plate System",QD-075,1004304,5324052,,2500,$7.92,$7.92,2024-08-08,,162,"$19,800.00"
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",T5/03 & L6/05 & L6/06,NORTON,Type 27 Grinding Wheel (Pack of 10)-4-1/2x1/8x5/8-11 T27 wheel,66252843609,599441,781557,30662528436092,2500,$1.81,$1.81,2023-06-28,,569,"$4,525.00"
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",AISLE 1 - ROW B - BIN 1,BIG CITY MANUFACTURING,YELLOW BARRICADE TAG,BCM9558,757272,2257899,,2500,$0.39,$0.39,2023-12-22,,392,$975.00
"El Dorado, AR - Tooling Solutions","El Dorado, AR - Tooling Solutions",ShowRoom Floor BA02B / Mis/B/Sec 3 AA02F,METABO,"4 1/2"" x .040"" x 7/8"" - A60TZ Original Slicer",655331000,755105,2039881,662911302293,2500,$0.92,$0.92,2023-12-20,,394,"$2,300.00"
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",BACK CORNER,NIAGARA,16.9 oz Purified Water (24/Case),PRLNIA05L24,928594,3681495,027541001235,2436,$3.20,$3.21,2024-10-28,2024-11-14,64,"$7,828.57"
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",V7/04,BOMETALS,"1/4"" x 4.5” x 4.5” Diamond dowels",QD-025,997988,5223092,,2400,$2.84,$2.84,2024-08-08,2024-12-24,24,"$6,816.00"
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",TC-R6,PYRAMEX,X-LARGE COWHIDE LEATHER DRIVERS - PAIR,GL2001KXL,898714,3549120,810170036873,2400,$1.90,$1.90,2024-04-24,,268,"$4,560.00"
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C4.04.02,PYRAMEX,LARGE COWHIDE LEATHER DRIVERS - PAIR,GL2001KL,885851,3549119,810170036866,2400,$1.90,$1.90,2024-04-11,,281,"$4,560.00"
Baltimore MD - Tooling Solutions,"Baltimore, MD - Tooling Solutions",3B2,PYRAMEX,LARGE COWHIDE LEATHER DRIVERS - PAIR,GL2001KL,999766,3549119,810170036866,2400,$1.90,$1.90,2024-08-05,,165,"$4,560.00"
Baltimore MD - Tooling Solutions,"Baltimore, MD - Tooling Solutions",3B3,PYRAMEX,X-LARGE COWHIDE LEATHER DRIVERS - PAIR,GL2001KXL,999767,3549120,810170036873,2400,$1.90,$1.90,2024-08-05,,165,"$4,560.00"
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",1/A/1 / 1/B/1,PYRAMEX,MED COWHIDE LEATHER DRIVERS - PAIR,GL2001KM,947737,3549118,,2400,$1.90,$1.90,2024-06-12,,219,"$4,560.00"
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",05/B/02,GENERAL WORK PRODUCTS,"LEATHER DRIVER, L, Brown, COW HIDE - PAIR",G8834-L-PAIR,468703,2250062,,2400,$2.17,$2.17,2024-08-31,2024-04-22,270,"$5,208.00"
"Martinez, CA - Tooling Solutions","Martinez, CA - Tooling Solutions",,PYRAMEX,SMALL COWHIDE LEATHER DRIVERS - PAIR,GL2001K-S,1197611,3549117,,2400,$1.90,$1.90,2025-01-13,,4,"$4,560.00"
Baltimore MD - Tooling Solutions,"Baltimore, MD - Tooling Solutions",3A3,PYRAMEX,MED COWHIDE LEATHER DRIVERS - PAIR,GL2001KM,999765,3549118,,2400,$1.90,$1.90,2024-08-05,,165,"$4,560.00"
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",TC-E4,PYRAMEX,LARGE COWHIDE LEATHER DRIVERS - PAIR,GL2001KL,898712,3549119,810170036866,2400,$1.90,$1.90,2024-04-24,,268,"$4,560.00"
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C4.04.02,PYRAMEX,MED COWHIDE LEATHER DRIVERS - PAIR,GL2001KM,885850,3549118,,2400,$1.90,$1.90,2024-04-11,,281,"$4,560.00"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",11/B/4,PYRAMEX,"XL - EA, Goatskin Leather Driver's Gloves",GL3011KXL,1003293,3749655,,2400,$1.85,$1.85,2024-12-19,2024-10-23,86,"$4,440.00"
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",TC-R6,PYRAMEX,MED COWHIDE LEATHER DRIVERS - PAIR,GL2001KM,898713,3549118,,2400,$1.90,$1.90,2024-04-24,,268,"$4,560.00"
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C4.05.03,PYRAMEX,X-LARGE COWHIDE LEATHER DRIVERS - PAIR,GL2001KXL,885852,3549120,810170036873,2399,$1.90,$1.90,2024-04-11,2024-05-15,247,"$4,558.10"
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",D/02/A/03 - D/02/A/04,PYRAMEX,Proximity Safety Glasses - Black Foam Lined Frame - Clear H2X Anti-Fog Lens,SB9310ST,624219,3679780,811907026327,2380,$3.00,$3.00,2024-08-30,2025-01-09,8,"$7,140.00"
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",08-08-02-02C,PYRAMEX,"L - EA, Goatskin Leather Driver's Gloves",GL3011KL,713396,3749654,,2376,$1.90,$1.88,2024-08-31,2024-12-24,24,"$4,466.88"
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",08-08-02-01C,PYRAMEX,"XL - EA, Goatskin Leather Driver's Gloves",GL3011KXL,713394,3749655,,2376,$1.90,$1.88,2024-12-24,2024-06-27,204,"$4,466.88"
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",08-12-02-05C,GENERAL WORK PRODUCTS,HPPE and Fiberglass Core Glove Medium A4,G-4590M,857488,1906350,,2364,$2.50,$2.50,2024-05-09,2024-09-24,115,"$5,910.00"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",11/B/2,PYRAMEX,MED COWHIDE LEATHER DRIVERS - PAIR,GL2001KM,1156043,3549118,,2352,$1.85,$1.85,2024-12-20,,28,"$4,351.20"
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",1/B/2,PYRAMEX,X-LARGE COWHIDE LEATHER DRIVERS - PAIR,GL2001KXL,947738,3549120,810170036873,2352,$1.90,$1.90,2024-06-12,2024-10-31,78,"$4,468.80"
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",08-12-02-06C,GENERAL WORK PRODUCTS,HPPE and Fiberglass Core Glove Large A4,G-4590L,857489,1906349,,2328,$2.50,$2.50,2024-08-08,2024-09-24,115,"$5,820.00"
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions","I/6/2, E/2/3",PYRAMEX,"Glasses, Safety, Clear Lens with Clear Temples, INTRUDER,",S4110S,893571,2060546,814992008612,2316,$0.76,$0.58,2024-12-09,2024-12-13,35,"$1,348.14"
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",1/A/2,PYRAMEX,LARGE COWHIDE LEATHER DRIVERS - PAIR,GL2001KL,947736,3549119,810170036866,2304,$1.90,$1.90,2024-06-12,2024-10-31,78,"$4,377.60"
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",S3/03,PYRAMEX,"M - EA, Goatskin Leather Driver's Gloves",GL3011KM,801260,3749653,,2304,$1.90,$1.90,2024-02-14,2024-03-13,310,"$4,377.60"
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",AISLE 6 - ROW A - BIN 3 / Techniweld Display,TECHNIWELD,"SP-2 WELD LENS 4-1/2 X 2"" CLEAR SP2",AGL2SP,720984,3744481,843088153189,2300,$0.28,$0.28,2023-11-21,2025-01-15,2,$644.00
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",03/B/04,MCR SAFETY,Clear Face Shield,181640,855021,4121028,,2300,$1.72,$1.32,2024-03-18,2024-09-12,127,"$3,029.56"
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",08-14-01-02C,PYRAMEX,"M - EA, Goatskin Leather Driver's Gloves",GL3011KM,713395,3749653,,2292,$1.90,$1.88,2023-11-12,2024-12-12,36,"$4,308.96"
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",03/A/02,PYRAMEX,Indoor/Outdoor Mirror Lens with Indoor/Outdoor Mirror Temples,S4180S,477277,2060549,814992009787,2283,$0.75,$0.75,2024-12-19,2024-10-11,98,"$1,712.25"
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",C/01/C/03 - C/01/C/04,DEWALT,4-1/2 X 1/4 X 5/8-11 GEN PURP GRINDING WHEEL,DW4523Z,569890,699190,028874045231,2244,$1.79,$1.79,2024-12-30,2024-11-29,49,"$4,020.57"
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",08-12-02-07C,GENERAL WORK PRODUCTS,HPPE and Fiberglass Core Glove XL A4,G-4590XL,857490,1906351,,2240,$2.50,$2.50,2024-05-09,2024-08-30,140,"$5,600.00"
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",S1/04,PYRAMEX,LARGE COWHIDE LEATHER DRIVERS - PAIR,GL2001KL,677628,3549119,810170036866,2230,$1.90,$1.90,2024-11-29,2025-01-07,10,"$4,237.00"
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",C/03/D/04,NORTON,"4"" X 0.020 X 5/8-11 STAINLESS STEEL TWIST KNOT WIRE WHEEL",66252839022,1014168,3745401,662528390225,2220,$4.57,$4.51,2024-12-30,,18,"$10,006.43"
"Mobile, AL - Tooling Solutions","Mobile, AL - Tooling Solutions",,METABO,"WHEEL CUTTING 6"" X .040 X 7/8"" A60TZ T1",655339000,671467,781708,662911302361,2200,$1.27,$1.27,2023-10-09,2023-10-10,465,"$2,794.00"
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",D5/03,BIG CITY MANUFACTURING,DANGER DO NOT OPERATE TAG,BCM9458,691175,3679801,,2200,$0.46,$0.46,2023-10-18,2024-12-24,24,"$1,012.00"
"Portland, OR - Tooling Solutions","Portland, OR - Tooling Solutions",,PYRAMEX,SMALL COWHIDE LEATHER DRIVERS - PAIR,GL2001K-S,899733,3549117,,2160,$1.90,$1.90,2024-04-25,,267,"$4,104.00"
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",AISLE 1 - ROW C - BIN 3,PYRAMEX,"Glasses, Gray Lens with Gray Temples, Intruder",S4120S,590825,2060548,814992008629,2095,$0.55,$0.60,2025-01-14,2025-01-14,3,"$1,257.00"
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",05-10-05-02C,NORTON,4-1/2 X 5/8-11 T29 Bluefire Flap Disc 80 Grit,66254461173,834179,3694397,10662544611738,2040,$3.28,$3.28,2024-05-08,,254,"$6,691.20"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",16/A/5,HERCULES WIRE ROPE AND SLING CO.,"ROPE POLY 3/16"" X 1200'",4420,681460,3835100,,2034,$0.03,$0.03,2023-10-09,2025-01-15,2,$61.02
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",05/B/02,PYRAMEX,X-LARGE COWHIDE LEATHER DRIVERS - PAIR,GL2001KXL,543236,3549120,810170036873,2004,$1.90,$1.90,2023-04-13,2024-08-30,140,"$3,807.60"
"Portland, OR - Tooling Solutions","Portland, OR - Tooling Solutions",,TECHNIWELD,"SP-2 WELD LENS 4-1/2 X 2"" CLEAR SP2",AGL2SP,916250,3744481,843088153189,2000,$0.28,$0.28,2024-12-05,,43,$560.00
"Portland, OR - Tooling Solutions","Portland, OR - Tooling Solutions",,MK MORSE,BLADE PORTABAND 44-7/8'' 18TPI BI-METAL,ZWEP4418WB,929735,3745836,050326002172,2000,$3.33,$3.33,2024-05-23,,239,"$6,660.00"
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",TC-U5,ULINE,"20"" x 36"" Sandbag Orange",ES84210,1091498,5880785,,2000,$0.71,$0.71,2024-10-15,2024-10-08,101,"$1,420.00"
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C3.07.01,MILWAUKEE TOOL,"12"" 18 TPI The Torch™ SAWZALL® Blades (100 Pk)",48-01-7789,893904,781038,45242083817,2000,$2.55,$2.55,2024-04-24,,268,"$5,100.00"
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",TC-EE1,TECHNIWELD,"SP-2 WELD LENS 4-1/2 X 2"" CLEAR SP2",AGL2SP,910130,3744481,843088153189,2000,$0.28,$0.28,2024-05-03,,259,$560.00
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C3.03.02,NORTON,4-1/2 X 5/8-11 T29 Bluefire Flap Disc 80 Grit,66254461173,898013,3694397,10662544611738,2000,$3.41,$3.41,2024-04-30,,262,"$6,820.00"
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C3.03.02,NORTON,4-1/2 X 5/8-11 T27 Bluefire Flap Disc 60 Grit,66623399138,933809,3694399,666233991388,2000,$3.41,$3.41,2024-05-29,,233,"$6,820.00"
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C3.06.03,TECHNIWELD,"SP-2 WELD LENS 4-1/2 X 2"" CLEAR SP2",AGL2SP,895356,3744481,843088153189,2000,$0.28,$0.28,2024-04-22,,270,$560.00
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",05-04-01-04C,TECHNIWELD,"SP-2 WELD LENS 4-1/2 X 2"" CLEAR SP2",AGL2SP,875404,3744481,843088153189,2000,$0.28,$0.28,2024-04-03,,289,$560.00
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",05-10-05-01C,NORTON,4-1/2 X 5/8-11 T29 Bluefire Flap Disc 60 Grit 250,66254461170,834178,3694396,10662544611707,2000,$3.25,$3.25,2024-02-22,,330,"$6,500.00"
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C3.03.02,NORTON,4-1/2 X 5/8-11 T29 Bluefire Flap Disc 60 Grit 250,66254461170,898012,3694396,10662544611707,2000,$3.41,$3.41,2024-05-02,,260,"$6,820.00"
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",06-09-04-01C,NORTON,4-1/2 X 5/8-11 T27 Bluefire Flap Disc 60 Grit,66623399138,834722,3694399,666233991388,2000,$3.28,$3.28,2024-03-07,,316,"$6,560.00"
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",05-10-04-01C,NORTON,4-1/2 X 5/8-11 T27 Bluefire Flap Disc 80 Grit,66623399139,862079,3694400,10666233991392,2000,$3.28,$3.28,2024-03-20,,303,"$6,560.00"
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C3.03.02,NORTON,4-1/2 X 5/8-11 T27 Bluefire Flap Disc 80 Grit,66623399139,898011,3694400,10666233991392,2000,$3.41,$3.41,2024-04-23,,269,"$6,820.00"
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",C1/03,TECHNIWELD,"SP-2 WELD LENS 4-1/2 X 2"" CLEAR SP2",AGL2SP,598631,3744481,843088153189,2000,$0.28,$0.28,2023-06-27,,570,$560.00
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C3.07.01,MILWAUKEE TOOL,"6"" 18 TPI The Torch™ SAWZALL® Blades (100 Pk)",48-01-7784,893924,781054,45242083596,2000,$1.68,$1.68,2024-04-24,,268,"$3,360.00"
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C3.05.01,MK MORSE,BLADE PORTABAND 44-7/8'' 18TPI BI-METAL,ZWEP4418WB,915660,3745836,050326002172,2000,$3.33,$3.33,2024-05-09,,253,"$6,660.00"
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",ORANGE BOX - TOOL CAGE,BN PRODUCTS-USA LLC,21 Gauge Steel Rebar Tie Wire on Spools (50),BNT-40-WIRE,1078912,654887,,1994,$2.98,$2.98,2024-09-25,2024-11-26,52,"$5,942.12"
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions","I/6/2, E/1/1",PYRAMEX,Indoor/Outdoor Mirror Lens with Indoor/Outdoor Mirror Temples,S4180S,893575,2060549,814992009787,1980,$0.95,$0.77,2024-11-11,,67,"$1,521.04"
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions","I/6/2 , E/2/3",PYRAMEX,"Glasses, Gray Lens with Gray Temples, Intruder",S4120S,893572,2060548,814992008629,1956,$0.55,$0.55,2025-01-13,2025-01-15,2,"$1,075.80"
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",C/01/C/03 - C/01/C/04,DEWALT,"4-1/2 X1/8 X5/8""-11 PIPELINER CUT GRINDING WHEEL",DW8435Z,579351,699200,028877321851,1930,$1.94,$1.94,2024-12-30,2024-11-29,49,"$3,744.20"
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",05/B/03,GENERAL WORK PRODUCTS,"LEATHER DRIVER, XL, BLUE, COW HIDE - PAIR",G8834-PAIR-XL,574261,3695383,,1925,$2.17,$2.17,2024-12-09,2024-04-22,270,"$4,177.25"
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",G/5/5,DEWALT,4-1/2 X 5/8-11 80G T29 HP FLAP,DW8313,929381,699179,028877310497,1920,$3.08,$3.08,2024-05-23,,239,"$5,913.60"
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",3/A/4,DEWALT,4-1/2 X 5/8-11 80G T29 HP FLAP,DW8313,910547,699179,028877310497,1920,$3.08,$3.08,2024-05-06,,256,"$5,913.60"
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",G/4/1,DEWALT,"4-1/2 X1/8 X5/8""-11 PIPELINER CUT GRINDING WHEEL",DW8435Z,916467,699200,028877321851,1920,$1.70,$1.70,2024-11-19,,59,"$3,264.00"
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",3/A/4,DEWALT,4-1/2 x 5/8-11 60g T29 hp Flap,DW8312,903248,1550541,028877310480,1920,$3.08,$3.08,2024-04-29,,263,"$5,913.60"
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",3/A/3,DEWALT,4-1/2 X 5/8-11 40G T27 HP FLAP,DW8356,903245,1550611,885911036221,1920,$3.08,$3.08,2024-04-29,,263,"$5,913.60"
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",3/A/3 / Dewalt Display,DEWALT,4-1/2-Inch by 5/8-Inch-11 60g Type 27 HP Flap Disc,DW8357,903246,4124268,885911036054,1920,$3.08,$3.08,2024-05-15,,247,"$5,913.60"
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",G/5/2,DEWALT,4-1/2 X 5/8-11 40G T27 HP FLAP,DW8356,916463,1550611,885911036221,1920,$3.08,$3.08,2024-09-04,,135,"$5,913.60"
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",3/A/4,DEWALT,4-1/2 X 5/8-11 40G T29 HP FLAP,DW8311,903247,1550610,,1920,$3.08,$3.08,2024-04-29,,263,"$5,913.60"
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",3/A/2,DEWALT,4-1/2 X 5/8-11 80G T27 HP FLAP,DW8358,910546,1550612,885911036061,1920,$3.08,$3.08,2024-06-03,,228,"$5,913.60"
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",G/5/2,DEWALT,4-1/2-Inch by 5/8-Inch-11 60g Type 27 HP Flap Disc,DW8357,929382,4124268,885911036054,1920,$3.08,$3.08,2024-06-29,,202,"$5,913.60"
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",G/5/6,DEWALT,4-1/2 X 5/8-11 80G T27 HP FLAP,DW8358,1064817,1550612,885911036061,1920,$3.08,$3.08,2024-09-12,,127,"$5,913.60"
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",G/5/3,DEWALT,4-1/2 X 5/8-11 40G T29 HP FLAP,DW8311,916462,1550610,,1920,$3.08,$3.08,2024-05-09,,253,"$5,913.60"
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",G/5/4,DEWALT,4-1/2 x 5/8-11 60g T29 hp Flap,DW8312,916461,1550541,028877310480,1920,$3.08,$3.08,2024-05-09,,253,"$5,913.60"
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",B/2/FLOOR. B/2/1,IRONWEAR,"8"" CLEAR FACE SHIELD",3939,789372,775258,20607659393909,1898,$1.25,$1.25,2024-08-27,2024-05-22,240,"$2,372.50"
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",Between Aisle 6 & 7,BN PRODUCTS-USA LLC,21 Gauge Steel Rebar Tie Wire on Spools (50),BNT-40-WIRE,329761,654887,,1883,$2.98,$2.98,2024-03-01,2024-08-26,144,"$5,611.34"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",11/B/3,PYRAMEX,"L - EA, Goatskin Leather Driver's Gloves",GL3011KL,1003292,3749654,,1870,$1.85,$1.85,2024-12-16,2024-11-20,58,"$3,459.50"
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",03/E/02,GENERAL WORK PRODUCTS,"8"" Cable Tie",NCT08100NY,556325,3692692,700829125129,1866,$2.20,$2.20,2024-03-25,2024-09-26,113,"$4,105.20"
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",T2/05 & T2/06 & L6/02,NORTON,"DISC    4-1/2""X1/4""X5/8""-11 T27",66252843605,602473,781558,662528436053,1860,$1.86,$1.86,2023-07-03,,564,"$3,459.60"
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",A/2/1,METABO,WHEEL SLICER 6X.045X7/8 T2,655347000,755602,1906618,662911300961,1825,$1.39,$1.37,2024-12-05,2024-03-29,294,"$2,498.24"
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions","I/5/4, E/2/2",PYRAMEX,XXL COWHIDE LEATHER DRIVERS - PAIR,GL2001K2XL,893580,3549121,,1800,$1.90,$1.90,2024-07-31,,170,"$3,420.00"
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",G 2 1,METABO,6 x 1/4 x 7/8 A24N,US616554000,1020995,4169094,,1800,$1.00,$1.00,2024-08-24,,146,"$1,800.00"
"Corpus Christi, TX - Tooling Solutions","Corpus Christi, TX - Tooling Solutions",,PYRAMEX,Disposable Uncorded Earplugs EACH,DP1000-EA,1010381,4121166,814992004324,1800,$0.14,$0.14,2024-08-14,,156,$247.86
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",I/3/4,GENERAL WORK PRODUCTS,"1/2"" X 520"" THREAD SEAL TAPE",T1/2T520 - ROLL,918085,2054247,7008291516234,1800,$0.25,$0.25,2024-11-05,,73,$450.00
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",I/5/5 S,PYRAMEX,SMALL COWHIDE LEATHER DRIVERS - PAIR,GL2001K-S,893576,3549117,,1800,$1.90,$1.90,2024-07-31,,170,"$3,420.00"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",16/A/5,HERCULES WIRE ROPE AND SLING CO.,"ROPE  POLYPROP 5/8"" X 600' YELLOW",4538,681355,3835101,,1800,$0.08,$0.08,2023-10-09,2024-02-22,330,$144.00
"Chicago, IL - Tooling Solutions","SW Chicago, IL - Tooling Solutions",A3 - 4,PYRAMEX,Indoor/Outdoor Mirror Lens with Indoor/Outdoor Mirror Temples,S4180S,706643,2060549,814992009787,1800,$0.95,$0.95,2024-12-09,,39,"$1,710.00"
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",AISLE 1 - ROW C - BIN 3,PYRAMEX,"Glasses, Safety, Clear Lens with Clear Temples, INTRUDER,",S4110S,496554,2060546,814992008612,1788,$0.55,$0.58,2025-01-14,2025-01-14,3,"$1,040.44"
"Corpus Christi, TX - Tooling Solutions","Corpus Christi, TX - Tooling Solutions",O102,DEWALT,4-1/2 x 3/32 x 5/8-11 XP GRINDING WHEEL,DW8905COMBOH,1006282,3745387,,1770,$4.70,$4.70,2024-10-04,,105,"$8,319.00"
"Mobile, AL - Tooling Solutions","Mobile, AL - Tooling Solutions",On Hoists,INGERSOLL-RAND,Load Chain 16MM,38527800,363129,144707,,1751,$26.09,$26.09,2022-07-26,,906,"$45,683.59"
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",AISLE 5 - ROW B - BIN 1 / Aisle 6 -Row B - Bin 5 / Aisle 6 - Row C - Bin 5 / GWP Display,GENERAL WORK PRODUCTS,"ROLL/#18 3"" X 1000 CAUTION/CUIDADO",T3CS1812/R,756703,3681633,,1740,$3.75,$3.75,2024-12-23,,25,"$6,525.00"
"Chicago, IL - Tooling Solutions","SW Chicago, IL - Tooling Solutions",A2 - 4,PYRAMEX,"Glasses, Gray Lens with Gray Temples, Intruder",S4120S,706642,2060548,814992008629,1740,$0.55,$0.58,2024-04-04,2023-12-01,413,"$1,010.94"
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",C/01/B/02,IRONWEAR,"White, KN95 disposable flat-fold face mask with ear loops",1506,507474,3548980,,1720,$0.26,$0.26,2024-11-13,2024-11-30,48,$447.20
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",04/F/03,TECHNIWELD,"SP-2 WELD LENS 4-1/2 X 2"" CLEAR SP2",AGL2SP,580289,3744481,843088153189,1700,$0.28,$0.28,2024-07-01,2024-12-30,18,$476.00
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",03/B/01 & 03/B/02,PYRAMEX,Aluminum Full Brim Hard Hat Adapter,HHAAW,479097,2249701,814992010127,1696,$5.16,$5.16,2024-12-29,2024-10-21,88,"$8,751.36"
